frame_number,landmark_id,x_pixel,y_pixel,z_normalized,visibility
189,1,1229,173,-0.0698,0.9999
189,2,1233,172,-0.0698,0.9999
189,3,1238,171,-0.0698,0.9999
189,4,1226,172,-0.0327,0.9999
189,5,1228,171,-0.0327,0.9999
189,6,1230,170,-0.0327,0.9999
189,7,1272,179,-0.1203,0.9999
189,8,1263,179,0.0452,0.9999
189,9,1231,220,-0.0617,0.9999
189,10,1227,221,-0.0143,0.9998
189,11,1338,317,-0.2084,1.0
189,12,1321,329,0.1609,0.9998
189,13,1362,493,-0.2387,0.9944
189,14,1399,502,0.1985,0.2117
189,15,1215,546,-0.1262,0.9473
189,16,1388,625,0.121,0.3691
189,17,1177,569,-0.1418,0.9146
189,18,1410,659,0.1154,0.3758
189,19,1174,552,-0.1299,0.9105
189,20,1379,657,0.0918,0.3791
189,21,1190,545,-0.1161,0.8897
189,22,1378,640,0.1067,0.3679
189,23,1411,664,-0.1154,0.9998
189,24,1373,671,0.1154,0.9992
189,25,1397,944,-0.1098,0.993
189,26,1217,881,0.132,0.8861
189,27,1561,1159,-0.0339,0.9928
189,28,1463,896,0.2888,0.9598
189,29,1612,1192,-0.0301,0.983
189,30,1499,873,0.3067,0.9673
189,31,1478,1232,-0.0934,0.9916
189,32,1474,1010,0.316,0.9672
190,0,1216,194,-0.0439,0.9999
190,1,1230,168,-0.0677,0.9999
190,2,1235,167,-0.0678,0.9999
190,3,1239,166,-0.0679,0.9999
190,4,1228,167,-0.0329,0.9999
190,5,1230,166,-0.0329,0.9999
190,6,1232,165,-0.0329,0.9999
190,7,1273,177,-0.1241,0.9999
190,8,1266,175,0.0302,0.9999
190,9,1232,216,-0.0612,0.9999
190,10,1227,216,-0.0165,0.9998
190,11,1323,315,-0.2019,1.0
190,12,1345,326,0.1313,0.9998
190,13,1326,486,-0.1723,0.9907
190,14,1453,484,0.1737,0.2065
190,15,1196,508,-0.0107,0.9405
190,16,1418,589,0.1283,0.3461
190,17,1157,496,-0.0151,0.9062
190,18,1425,609,0.1236,0.3551
190,19,1168,477,-0.0066,0.9027
190,20,1444,626,0.1057,0.3586
190,21,1184,478,-0.0006,0.8778
190,22,1406,600,0.1173,0.3467
190,23,1409,669,-0.1101,0.9998
190,24,1372,669,0.1102,0.9991
190,25,1461,945,-0.0952,0.9931
190,26,1168,833,0.1239,0.8904
190,27,1650,1157,-0.0289,0.9934
190,28,1422,905,0.2957,0.9527
190,29,1701,1180,-0.0245,0.9832
190,30,1453,886,0.313,0.9596
190,31,1582,1251,-0.0958,0.9922
190,32,1454,1003,0.32,0.9628
191,0,1218,182,-0.0393,0.9999
191,1,1233,158,-0.062,0.9999
191,2,1236,158,-0.0621,0.9999
191,3,1240,158,-0.0621,0.9999
191,4,1232,156,-0.0279,0.9999
191,5,1234,155,-0.0279,0.9999
191,6,1237,154,-0.0279,0.9999
191,7,1272,172,-0.1189,0.9999
191,8,1271,168,0.0318,0.9999
191,9,1232,206,-0.0557,0.9999
191,10,1228,205,-0.0118,0.9999
191,11,1300,309,-0.1981,1.0
191,12,1354,315,0.1287,0.9998
191,13,1307,473,-0.1449,0.9892
191,14,1474,443,0.1721,0.2294
191,15,1196,467,0.0497,0.9283
191,16,1423,561,0.1402,0.342
191,17,1164,460,0.0502,0.889
191,18,1418,577,0.1363,0.3489
191,19,1175,435,0.0558,0.8858
191,20,1410,585,0.1196,0.3527
191,21,1188,437,0.0588,0.8571
191,22,1402,560,0.1302,0.339
191,23,1407,668,-0.1092,0.9998
191,24,1371,668,0.1092,0.9992
191,25,1522,930,-0.1137,0.9938
191,26,1169,799,0.1414,0.9001
191,27,1711,1129,-0.0889,0.994
191,28,1364,940,0.2883,0.9566
191,29,1755,1146,-0.087,0.9846
191,30,1408,901,0.3001,0.9614
191,31,1687,1247,-0.1682,0.9929
191,32,1338,1061,0.2937,0.9656
192,0,1222,165,0.0403,1.0
192,1,1236,144,0.0164,0.9999
192,2,1239,144,0.0164,0.9999
192,3,1242,145,0.0164,0.9999
192,4,1236,142,0.046,0.9999
192,5,1239,141,0.046,0.9999
192,6,1242,140,0.046,1.0
192,7,1273,158,-0.048,1.0
192,8,1276,155,0.0859,0.9999
192,9,1234,190,0.0201,0.9999
192,10,1232,189,0.0584,0.9999
192,11,1294,287,-0.1432,1.0
192,12,1357,299,0.1582,0.9998
192,13,1293,471,-0.0728,0.989
192,14,1484,407,0.1918,0.2596
192,15,1214,422,0.143,0.9138
192,16,1431,522,0.1421,0.3406
192,17,1186,411,0.1544,0.8651
192,18,1422,550,0.1398,0.3425
192,19,1196,396,0.1614,0.8615
192,20,1410,548,0.1371,0.346
192,21,1207,400,0.1542,0.8307
192,22,1408,534,0.1397,0.331
192,23,1400,640,-0.1107,0.9998
192,24,1367,649,0.1106,0.9993
192,25,1549,893,-0.175,0.9943
192,26,1159,794,0.1316,0.9072
192,27,1771,1064,-0.1744,0.9946
192,28,1266,1032,0.2354,0.9602
192,29,1828,1057,-0.1727,0.9856
192,30,1313,1070,0.2429,0.9635
192,31,1782,1216,-0.2359,0.9936
192,32,1186,1139,0.2331,0.968
193,0,1223,153,0.0456,0.9999
193,1,1237,132,0.0205,0.9999
193,2,1240,133,0.0205,0.9999
193,3,1243,133,0.0205,0.9999
193,4,1237,131,0.0509,0.9999
193,5,1240,130,0.0509,0.9999
193,6,1244,129,0.0509,1.0
193,7,1273,147,-0.0438,0.9999
193,8,1278,145,0.0951,0.9999
193,9,1236,178,0.026,0.9999
193,10,1234,177,0.0658,0.9998
193,11,1294,273,-0.1344,0.9999
193,12,1359,286,0.1678,0.9998
193,13,1279,435,-0.0985,0.9876
193,14,1479,394,0.2306,0.2886
193,15,1221,411,0.064,0.8933
193,16,1438,490,0.2286,0.3447
193,17,1196,405,0.0703,0.8395
193,18,1435,513,0.2358,0.3419
193,19,1205,392,0.0768,0.8353
193,20,1414,509,0.2183,0.346
193,21,1216,395,0.0739,0.8016
193,22,1412,502,0.2207,0.329
193,23,1399,632,-0.1098,0.9998
193,24,1367,643,0.1095,0.9993
193,25,1543,884,-0.1827,0.9948
193,26,1176,811,0.1311,0.9113
193,27,1808,972,-0.1715,0.9949
193,28,1191,1090,0.2157,0.9631
193,29,1861,939,-0.1674,0.9864
193,30,1224,1144,0.2164,0.9651
193,31,1857,1112,-0.2109,0.9939
193,32,1069,1161,0.184,0.9694
194,0,1225,151,0.0481,0.9999
194,1,1239,129,0.0243,0.9999
194,2,1242,130,0.0243,0.9999
194,3,1245,131,0.0243,0.9999
194,4,1239,128,0.0528,0.9999
194,5,1241,127,0.0529,0.9999
194,6,1245,126,0.0528,0.9999
194,7,1274,144,-0.037,0.9999
194,8,1278,142,0.0949,0.9999
194,9,1237,177,0.0295,0.9999
194,10,1234,176,0.0671,0.9998
194,11,1292,267,-0.1221,0.9999
194,12,1354,283,0.1654,0.9998
194,13,1287,402,-0.129,0.9864
194,14,1478,393,0.2402,0.3066
194,15,1227,416,-0.0019,0.8788
194,16,1429,492,0.2686,0.3438
194,17,1205,424,-0.0107,0.8222
194,18,1422,510,0.2794,0.3382
194,19,1208,410,-0.0008,0.8164
194,20,1407,509,0.2582,0.3427
194,21,1216,409,0.0109,0.78
194,22,1406,501,0.26,0.3241
194,23,1393,633,-0.1001,0.9998
194,24,1358,643,0.0999,0.9994
194,25,1529,883,-0.1666,0.9948
194,26,1200,835,0.1207,0.9121
194,27,1809,888,-0.1369,0.9945
194,28,1152,1128,0.1397,0.9654
194,29,1857,850,-0.1308,0.9855
194,30,1177,1179,0.1379,0.9654
194,31,1885,1002,-0.2002,0.9934
194,32,1026,1177,0.1055,0.9698
195,0,1225,153,0.0396,0.9999
195,1,1239,131,0.016,0.9999
195,2,1242,131,0.016,0.9999
195,3,1245,132,0.0159,0.9999
195,4,1238,129,0.0463,0.9999
195,5,1241,128,0.0463,0.9999
195,6,1245,128,0.0463,0.9999
195,7,1273,145,-0.0467,0.9999
195,8,1278,143,0.0921,0.9999
195,9,1236,178,0.0201,0.9998
195,10,1234,178,0.0599,0.9998
195,11,1285,270,-0.1304,0.9999
195,12,1355,286,0.1663,0.9998
195,13,1293,420,-0.0727,0.9821
195,14,1474,404,0.2054,0.3122
195,15,1233,453,0.1399,0.8397
195,16,1412,492,0.186,0.3267
195,17,1205,461,0.1478,0.7736
195,18,1405,512,0.1991,0.3191
195,19,1210,452,0.1599,0.7669
195,20,1393,515,0.1705,0.3231
195,21,1220,449,0.1516,0.7324
195,22,1391,504,0.1733,0.3065
195,23,1384,639,-0.1014,0.9998
195,24,1353,647,0.1012,0.9995
195,25,1493,893,-0.1328,0.9944
195,26,1218,869,0.1567,0.9109
195,27,1754,821,-0.033,0.9931
195,28,1169,1150,0.1418,0.9681
195,29,1779,782,-0.0204,0.9842
195,30,1193,1196,0.1635,0.9668
195,31,1859,897,-0.0028,0.9919
195,32,1038,1197,0.129,0.9714
196,0,1224,161,0.0182,0.9999
196,1,1236,136,-0.0073,0.9999
196,2,1240,136,-0.0074,0.9999
196,3,1244,136,-0.0074,0.9999
196,4,1235,135,0.0265,0.9999
196,5,1237,135,0.0265,0.9999
196,6,1240,134,0.0265,1.0
196,7,1273,148,-0.0679,0.9999
196,8,1274,146,0.0851,0.9999
196,9,1236,187,-0.0005,0.9999
196,10,1234,187,0.044,0.9998
196,11,1289,270,-0.1599,0.9999
196,12,1353,289,0.1777,0.9998
196,13,1303,424,-0.0969,0.9835
196,14,1463,425,0.2133,0.2999
196,15,1241,517,0.0413,0.8521
196,16,1421,503,0.1764,0.3127
196,17,1223,540,0.0371,0.7879
196,18,1414,533,0.1851,0.3068
196,19,1216,525,0.0472,0.7812
196,20,1402,529,0.1494,0.311
196,21,1225,518,0.0516,0.7475
196,22,1402,517,0.16,0.2954
196,23,1380,642,-0.1038,0.9999
196,24,1354,647,0.1038,0.9995
196,25,1486,915,-0.1287,0.9947
196,26,1239,885,0.1433,0.9152
196,27,1709,797,0.0023,0.9929
196,28,1243,1175,0.1196,0.9709
196,29,1745,756,0.0178,0.9839
196,30,1279,1223,0.114,0.9687
196,31,1806,844,0.0532,0.992
196,32,1141,1240,0.0941,0.9737
197,0,1224,181,0.0217,0.9999
197,1,1236,154,-0.0008,0.9999
197,2,1239,153,-0.0008,0.9999
197,3,1243,153,-0.0008,0.9999
197,4,1234,153,0.0329,0.9999
197,5,1236,153,0.0329,0.9999
197,6,1239,152,0.0329,0.9999
197,7,1273,162,-0.0557,0.9999
197,8,1273,161,0.0971,0.9999
197,9,1236,206,0.0048,0.9999
197,10,1234,207,0.0489,0.9998
197,11,1297,278,-0.1572,0.9999
197,12,1347,298,0.2088,0.9998
197,13,1331,425,-0.1969,0.9849
197,14,1439,444,0.2714,0.2749
197,15,1276,564,-0.1579,0.8655
197,16,1414,532,0.2531,0.2885
197,17,1261,596,-0.1829,0.8063
197,18,1441,581,0.2658,0.2853
197,19,1252,587,-0.1717,0.7998
197,20,1429,581,0.231,0.2891
197,21,1258,579,-0.1505,0.7669
197,22,1401,553,0.2378,0.2748
197,23,1377,644,-0.112,0.9999
197,24,1365,648,0.1121,0.9996
197,25,1349,915,-0.1778,0.9951
197,26,1306,919,0.1185,0.9109
197,27,1622,802,-0.089,0.9928
197,28,1334,1193,0.0852,0.9721
197,29,1633,766,-0.0758,0.9839
197,30,1377,1237,0.0756,0.9681
197,31,1746,868,-0.0445,0.9922
197,32,1152,1250,0.0471,0.9745
198,0,1224,199,0.0174,0.9999
198,1,1236,172,-0.0024,0.9999
198,2,1239,171,-0.0024,0.9999
198,3,1244,170,-0.0024,0.9999
198,4,1234,173,0.0309,0.9999
198,5,1236,172,0.0309,0.9999
198,6,1239,171,0.0309,0.9999
198,7,1275,177,-0.0557,0.9999
198,8,1272,177,0.0929,0.9998
198,9,1237,220,0.0037,0.9999
198,10,1234,221,0.0471,0.9998
198,11,1317,283,-0.1583,0.9999
198,12,1303,323,0.2046,0.9999
198,13,1374,420,-0.2589,0.9863
198,14,1334,459,0.2791,0.2524
198,15,1318,568,-0.2801,0.8785
198,16,1293,568,0.2572,0.2805
198,17,1304,601,-0.3115,0.8248
198,18,1258,588,0.2707,0.282
198,19,1289,593,-0.2968,0.8188
198,20,1255,585,0.2367,0.2862
198,21,1296,586,-0.2724,0.7883
198,22,1265,580,0.2419,0.2733
198,23,1389,642,-0.1127,0.9999
198,24,1375,650,0.1128,0.9996
198,25,1286,904,-0.1797,0.9954
198,26,1375,941,0.1257,0.9013
198,27,1541,841,-0.0524,0.9926
198,28,1488,1184,0.1295,0.972
198,29,1574,804,-0.0353,0.9835
198,30,1535,1229,0.1284,0.9648
198,31,1624,940,0.0049,0.9923
198,32,1377,1252,0.1063,0.9732
199,0,1223,196,0.0164,0.9999
199,1,1237,170,-0.0027,0.9999
199,2,1241,169,-0.0027,0.9999
199,3,1245,168,-0.0027,0.9999
199,4,1235,171,0.0295,0.9999
199,5,1237,170,0.0295,0.9999
199,6,1239,169,0.0295,0.9999
199,7,1279,177,-0.0352,0.9999
199,8,1272,177,0.1055,0.9999
199,9,1237,217,0.0028,0.9999
199,10,1234,219,0.0447,0.9998
199,11,1329,290,-0.1334,0.9999
199,12,1297,332,0.2136,0.9999
199,13,1408,404,-0.264,0.9876
199,14,1308,483,0.2901,0.2452
199,15,1358,543,-0.3294,0.8904
199,16,1214,545,0.266,0.329
199,17,1348,573,-0.3593,0.8416
199,18,1182,552,0.2788,0.3316
199,19,1332,562,-0.3521,0.8361
199,20,1184,544,0.2562,0.3365
199,21,1332,554,-0.3255,0.808
199,22,1197,542,0.2558,0.3224
199,23,1394,638,-0.111,0.9999
199,24,1383,649,0.1111,0.9996
199,25,1229,877,-0.1745,0.9956
199,26,1431,930,0.0994,0.8912
199,27,1471,872,-0.0291,0.9916
199,28,1584,1169,0.1029,0.9705
199,29,1511,843,-0.0112,0.9821
199,30,1631,1204,0.0977,0.9602
199,31,1529,964,0.0318,0.9915
199,32,1514,1244,0.0785,0.9701
200,0,1225,195,-0.0029,0.9999
200,1,1238,168,-0.0162,0.9999
200,2,1242,167,-0.0162,0.9999
200,3,1246,166,-0.0163,0.9999
200,4,1236,169,0.0135,0.9999
200,5,1238,168,0.0135,0.9999
200,6,1240,167,0.0135,0.9999
200,7,1280,176,-0.0441,0.9999
200,8,1273,176,0.1011,0.9999
200,9,1238,216,-0.01,0.9999
200,10,1234,216,0.0282,0.9998
200,11,1340,284,-0.129,0.9999
200,12,1302,327,0.2042,0.9999
200,13,1446,370,-0.242,0.9887
200,14,1303,474,0.2963,0.2547
200,15,1385,518,-0.3124,0.9011
200,16,1202,491,0.2923,0.3873
200,17,1367,571,-0.3391,0.8568
200,18,1172,476,0.3012,0.3896
200,19,1349,556,-0.3361,0.8517
200,20,1173,468,0.2827,0.3948
200,21,1353,550,-0.3092,0.8259
200,22,1185,473,0.2846,0.3801
200,23,1389,627,-0.1035,0.9999
200,24,1390,634,0.1033,0.9997
200,25,1170,827,-0.1273,0.9956
200,26,1482,920,0.0692,0.8945
200,27,1409,933,0.0346,0.9916
200,28,1660,1159,0.0642,0.9717
200,29,1453,938,0.0538,0.982
200,30,1719,1182,0.0612,0.9609
200,31,1392,1087,0.0745,0.9911
200,32,1625,1229,0.0364,0.9705
201,0,1228,180,-0.0006,1.0
201,1,1241,153,-0.0129,0.9999
201,2,1245,152,-0.0129,0.9999
201,3,1249,152,-0.0129,0.9999
201,4,1239,153,0.0166,0.9999
201,5,1241,153,0.0166,0.9999
201,6,1243,152,0.0167,0.9999
201,7,1283,160,-0.0368,0.9999
201,8,1275,162,0.1016,0.9999
201,9,1242,203,-0.007,0.9999
201,10,1238,204,0.0311,0.9998
201,11,1358,272,-0.1133,0.9999
201,12,1306,312,0.2104,0.9999
201,13,1481,332,-0.2286,0.9898
201,14,1295,472,0.3214,0.2757
201,15,1402,473,-0.2948,0.9108
201,16,1215,434,0.3412,0.443
201,17,1381,510,-0.3174,0.8705
201,18,1191,413,0.3514,0.4432
201,19,1365,502,-0.3146,0.8659
201,20,1193,403,0.3476,0.4477
201,21,1369,494,-0.2911,0.8422
201,22,1203,408,0.3402,0.432
201,23,1378,608,-0.1022,0.9999
201,24,1388,615,0.102,0.9997
201,25,1152,795,-0.137,0.9956
201,26,1521,879,0.0319,0.9004
201,27,1309,1027,-0.0571,0.9919
201,28,1719,1082,0.0179,0.9739
201,29,1354,1056,-0.0475,0.9826
201,30,1751,1090,0.0146,0.9638
201,31,1222,1138,-0.0506,0.9912
201,32,1730,1205,-0.0187,0.9724
202,0,1230,167,0.0191,1.0
202,1,1244,139,0.0042,0.9999
202,2,1247,138,0.0042,0.9999
202,3,1252,137,0.0042,0.9999
202,4,1241,139,0.0391,0.9999
202,5,1243,139,0.0391,0.9999
202,6,1245,138,0.0392,0.9999
202,7,1285,146,-0.0308,0.9999
202,8,1277,148,0.1246,0.9999
202,9,1244,190,0.0084,0.9999
202,10,1240,192,0.0535,0.9998
202,11,1364,260,-0.1197,1.0
202,12,1308,296,0.2459,0.9999
202,13,1498,318,-0.2305,0.9908
202,14,1300,450,0.3644,0.2823
202,15,1406,454,-0.2653,0.9195
202,16,1231,412,0.3884,0.4835
202,17,1383,486,-0.2855,0.8826
202,18,1204,391,0.3999,0.4802
202,19,1369,477,-0.2818,0.8784
202,20,1208,382,0.396,0.4841
202,21,1373,469,-0.2599,0.8565
202,22,1219,388,0.386,0.4664
202,23,1377,602,-0.1142,0.9999
202,24,1386,610,0.1141,0.9997
202,25,1158,800,-0.1374,0.9951
202,26,1513,866,0.0596,0.9042
202,27,1230,1101,-0.1325,0.9924
202,28,1765,1015,0.0372,0.9757
202,29,1265,1149,-0.1325,0.9835
202,30,1815,1005,0.0332,0.9665
202,31,1091,1173,-0.1719,0.9916
202,32,1794,1150,0.0011,0.974
203,0,1231,161,-0.028,1.0
203,1,1244,133,-0.0454,0.9999
203,2,1248,133,-0.0454,0.9999
203,3,1252,132,-0.0454,0.9999
203,4,1242,133,-0.0122,0.9999
203,5,1244,133,-0.0122,0.9999
203,6,1246,132,-0.0121,0.9999
203,7,1285,140,-0.082,1.0
203,8,1278,141,0.0627,0.9999
203,9,1245,184,-0.0388,0.9999
203,10,1240,185,0.0035,0.9998
203,11,1357,258,-0.1497,1.0
203,12,1310,288,0.1869,0.9999
203,13,1493,327,-0.259,0.9916
203,14,1315,436,0.3285,0.2713
203,15,1397,453,-0.2924,0.9274
203,16,1240,422,0.3349,0.4938
203,17,1371,480,-0.3133,0.8938
203,18,1214,413,0.3487,0.4923
203,19,1358,468,-0.3056,0.8899
203,20,1215,402,0.3419,0.4955
203,21,1363,460,-0.2854,0.8698
203,22,1227,406,0.3319,0.4767
203,23,1368,607,-0.1085,0.9999
203,24,1385,613,0.1084,0.9997
203,25,1179,820,-0.1011,0.9948
203,26,1498,867,0.0702,0.9095
203,27,1170,1133,-0.0978,0.993
203,28,1769,937,0.0363,0.9772
203,29,1192,1180,-0.0894,0.9848
203,30,1820,910,0.0317,0.969
203,31,1031,1166,-0.1217,0.9921
203,32,1832,1039,0.0061,0.9753
204,0,1231,161,-0.0231,1.0
204,1,1244,134,-0.0415,0.9999
204,2,1248,133,-0.0415,0.9999
204,3,1252,133,-0.0415,1.0
204,4,1242,134,-0.0077,1.0
204,5,1244,133,-0.0077,0.9999
204,6,1246,133,-0.0076,1.0
204,7,1284,141,-0.0841,1.0
204,8,1278,142,0.0637,0.9999
204,9,1245,184,-0.0362,0.9999
204,10,1240,185,0.0068,0.9999
204,11,1353,261,-0.1572,1.0
204,12,1310,290,0.1838,0.9999
204,13,1479,338,-0.2404,0.9924
204,14,1322,440,0.2758,0.2602
204,15,1384,460,-0.2464,0.9345
204,16,1243,430,0.2649,0.4891
204,17,1360,482,-0.2662,0.9038
204,18,1222,416,0.2727,0.4923
204,19,1345,474,-0.259,0.9002
204,20,1222,415,0.2623,0.4953
204,21,1351,467,-0.2394,0.8816
204,22,1232,410,0.2587,0.4774
204,23,1364,623,-0.1076,0.9999
204,24,1384,616,0.1076,0.9997
204,25,1210,854,-0.0824,0.9943
204,26,1475,876,0.0861,0.9089
204,27,1172,1155,-0.0648,0.9933
204,28,1738,863,0.0519,0.977
204,29,1195,1208,-0.0693,0.9856
204,30,1773,827,0.0571,0.9704
204,31,1025,1186,-0.1119,0.9921
204,32,1816,940,0.028,0.9749
205,0,1230,166,-0.0166,1.0
205,1,1243,137,-0.038,1.0
205,2,1246,136,-0.038,0.9999
205,3,1251,135,-0.038,1.0
205,4,1240,137,0.0026,1.0
205,5,1242,136,0.0026,0.9999
205,6,1245,135,0.0026,1.0
205,7,1284,142,-0.0756,1.0
205,8,1276,142,0.0689,0.9999
205,9,1244,188,-0.0314,0.9999
205,10,1240,189,0.0118,0.9999
205,11,1351,269,-0.1636,1.0
205,12,1310,294,0.1966,0.9998
205,13,1464,391,-0.2382,0.993
205,14,1356,440,0.2786,0.2369
205,15,1339,506,-0.1928,0.9405
205,16,1275,498,0.2658,0.4437
205,17,1300,531,-0.2144,0.9122
205,18,1252,520,0.2706,0.4483
205,19,1287,515,-0.1998,0.9088
205,20,1245,507,0.2473,0.4511
205,21,1300,507,-0.1815,0.891
205,22,1255,500,0.2535,0.4357
205,23,1366,631,-0.1112,0.9999
205,24,1385,624,0.1113,0.9995
205,25,1225,875,-0.1032,0.9938
205,26,1458,895,0.1167,0.9039
205,27,1231,1184,-0.1014,0.9936
205,28,1677,828,0.1841,0.9717
205,29,1259,1229,-0.1055,0.9856
205,30,1712,787,0.193,0.9703
205,31,1092,1236,-0.1675,0.992
205,32,1764,902,0.1904,0.9712
206,0,1230,178,-0.0184,1.0
206,1,1242,148,-0.0385,0.9999
206,2,1246,147,-0.0385,0.9999
206,3,1251,146,-0.0385,1.0
206,4,1240,148,-0.0013,0.9999
206,5,1241,147,-0.0013,0.9999
206,6,1244,146,-0.0014,1.0
206,7,1284,153,-0.0864,1.0
206,8,1275,153,0.0691,0.9999
206,9,1244,199,-0.0339,0.9999
206,10,1240,199,0.0113,0.9999
206,11,1350,286,-0.1763,1.0
206,12,1306,307,0.184,0.9998
206,13,1430,443,-0.2233,0.9935
206,14,1356,473,0.2169,0.22
206,15,1297,548,-0.1582,0.9454
206,16,1304,597,0.1345,0.4078
206,17,1268,579,-0.1792,0.9186
206,18,1282,631,0.1262,0.414
206,19,1253,559,-0.1654,0.9151
206,20,1279,623,0.0994,0.4169
206,21,1264,551,-0.1474,0.8975
206,22,1284,613,0.1186,0.4036
206,23,1381,647,-0.1118,0.9998
206,24,1384,647,0.1118,0.9991
206,25,1262,900,-0.1024,0.9928
206,26,1406,908,0.1403,0.8815
206,27,1270,1190,-0.0787,0.9937
206,28,1613,825,0.1909,0.9642
206,29,1291,1233,-0.0902,0.9853
206,30,1632,799,0.1952,0.9688
206,31,1194,1245,-0.1355,0.9918
206,32,1692,921,0.1781,0.9664
207,0,1230,196,-0.0219,0.9999
207,1,1243,168,-0.0421,0.9999
207,2,1247,167,-0.0421,0.9999
207,3,1252,166,-0.0421,0.9999
207,4,1240,169,-0.0074,0.9999
207,5,1241,168,-0.0074,0.9999
207,6,1244,167,-0.0074,0.9999
207,7,1286,174,-0.0847,1.0
207,8,1275,174,0.0688,0.9999
207,9,1245,215,-0.0341,0.9999
207,10,1240,215,0.0102,0.9998
207,11,1349,309,-0.1709,1.0
207,12,1306,318,0.186,0.9998
207,13,1373,480,-0.202,0.9934
207,14,1365,482,0.239,0.2025
207,15,1228,554,-0.1048,0.9462
207,16,1384,572,0.1858,0.3712
207,17,1193,570,-0.1225,0.9176
207,18,1407,600,0.1902,0.3782
207,19,1189,555,-0.1045,0.9138
207,20,1405,590,0.1616,0.3809
207,21,1201,550,-0.0928,0.893
207,22,1399,579,0.1719,0.3688
207,23,1402,662,-0.1144,0.9998
207,24,1385,671,0.1146,0.9992
207,25,1292,907,-0.1636,0.993
207,26,1338,926,0.1252,0.8811
207,27,1506,851,-0.0443,0.9923
207,28,1484,1163,0.158,0.9658
207,29,1538,816,-0.0304,0.9834
207,30,1528,1201,0.1578,0.9687
207,31,1584,958,-0.0069,0.991
207,32,1393,1226,0.1381,0.9673
208,0,1230,197,-0.0334,0.9999
208,1,1244,172,-0.058,0.9999
208,2,1248,171,-0.058,0.9999
208,3,1252,171,-0.0581,0.9999
208,4,1242,171,-0.0207,0.9999
208,5,1244,170,-0.0207,0.9999
208,6,1247,170,-0.0208,0.9999
208,7,1286,181,-0.1141,1.0
208,8,1280,179,0.0515,0.9999
208,9,1245,218,-0.0502,0.9999
208,10,1241,218,-0.0024,0.9998
208,11,1334,318,-0.2062,1.0
208,12,1336,326,0.1685,0.9998
208,13,1334,485,-0.2073,0.993
208,14,1446,483,0.2233,0.1971
208,15,1190,544,-0.1171,0.9493
208,16,1421,579,0.1705,0.3544
208,17,1153,529,-0.1329,0.9223
208,18,1459,594,0.1672,0.3647
208,19,1158,512,-0.1219,0.9188
208,20,1451,580,0.1451,0.368
208,21,1171,520,-0.107,0.8973
208,22,1446,572,0.1576,0.3544
208,23,1409,672,-0.117,0.9998
208,24,1382,675,0.1171,0.9991
208,25,1416,946,-0.0982,0.9932
208,26,1218,870,0.1227,0.8855
208,27,1579,1151,-0.0211,0.993
208,28,1446,921,0.3235,0.954
208,29,1633,1179,-0.016,0.984
208,30,1491,897,0.3439,0.9624
208,31,1494,1221,-0.0463,0.9918
208,32,1479,1017,0.3621,0.9629
209,0,1231,196,-0.0258,0.9999
209,1,1245,169,-0.0477,0.9999
209,2,1249,168,-0.0478,0.9999
209,3,1253,167,-0.0478,0.9999
209,4,1244,169,-0.0119,0.9999
209,5,1247,168,-0.0119,0.9999
209,6,1250,167,-0.0119,0.9999
209,7,1286,177,-0.1052,1.0
209,8,1283,176,0.0573,0.9999
209,9,1245,215,-0.0412,0.9999
209,10,1242,216,0.0049,0.9998
209,11,1322,310,-0.1939,1.0
209,12,1347,324,0.1632,0.9997
209,13,1314,470,-0.1716,0.9913
209,14,1450,475,0.208,0.1917
209,15,1187,497,-0.0292,0.946
209,16,1434,561,0.1607,0.3304
209,17,1153,483,-0.0354,0.9178
209,18,1489,588,0.1563,0.3414
209,19,1163,464,-0.0304,0.9145
209,20,1479,574,0.1395,0.3447
209,21,1175,468,-0.0203,0.889
209,22,1471,565,0.15,0.331
209,23,1406,665,-0.1133,0.9998
209,24,1376,668,0.1133,0.9991
209,25,1485,938,-0.1068,0.9937
209,26,1175,825,0.1186,0.8952
209,27,1662,1150,-0.0422,0.9936
209,28,1409,926,0.2971,0.9556
209,29,1720,1173,-0.0459,0.9846
209,30,1448,921,0.314,0.9608
209,31,1594,1242,-0.151,0.9926
209,32,1420,1032,0.3103,0.9642
210,0,1235,182,0.0269,1.0
210,1,1248,157,0.001,0.9999
210,2,1251,157,0.001,0.9999
210,3,1254,157,0.001,1.0
210,4,1249,157,0.0286,0.9999
210,5,1252,156,0.0286,0.9999
210,6,1255,155,0.0286,0.9999
210,7,1286,168,-0.0683,1.0
210,8,1290,167,0.0617,0.9999
210,9,1248,205,0.0062,0.9999
210,10,1247,205,0.042,0.9999
210,11,1311,298,-0.159,1.0
210,12,1364,315,0.1443,0.9998
210,13,1289,456,-0.0835,0.9909
210,14,1500,427,0.1883,0.2439
210,15,1197,432,0.1275,0.9275
210,16,1456,553,0.174,0.3513
210,17,1166,423,0.1386,0.8878
210,18,1459,578,0.1744,0.354
210,19,1179,406,0.1432,0.8839
210,20,1446,567,0.1584,0.3571
210,21,1193,409,0.1374,0.8573
210,22,1446,560,0.1653,0.3398
210,23,1402,647,-0.1104,0.9998
210,24,1369,656,0.1102,0.9992
210,25,1549,911,-0.1464,0.9943
210,26,1167,789,0.1147,0.9035
210,27,1741,1119,-0.1387,0.9942
210,28,1321,976,0.2245,0.9592
